Salsa Picada Desidratada Frasco 6g,75 €/Kg,Auchan,Auchan,Mercearia
Crackers Sem Sal Na Superfície 560g,7.13 €/Kg,Auchan,Gran pavesi,Mercearia
Maionese 416g,11.63 €/Kg,Auchan,Hellmann's,Mercearia
Gelatina Melancia 170g,5.24 €/Kg,Auchan,Auchan,Mercearia
Cereais Muesli Chocolate Leite 450g,5.53 €/Kg,Auchan,Auchan,Mercearia
Cogumelos Laminados 185(105)g,9.05 €/Kg,Auchan,Ferbar,Mercearia
Ravioli Recheados Com Carne 400g,6.73 €/Kg,Auchan,Auchan,Mercearia
Oregãos Picados Desidratados Frasco 9 G,61.11 €/Kg,Auchan,Auchan,Mercearia
Infusão Camomila Pyramid 20un,0.11 €/un,Auchan,Lipton,Mercearia
Noz Moscada Moida 32 G,35.94 €/Kg,Auchan,Auchan,Mercearia
Flocos Zero Mel 250g,11.96 €/Kg,Auchan,Nestum,Mercearia
Chocolate Negro Culinária 64% Cultivamos O Bom 200g,14.95 €/Kg,Auchan,Auchan,Mercearia
Patê Atum 65g,10 €/Kg,Auchan,Auchan,Mercearia
Pota Pedaços Em Molho Americano 111(72)g,17.92 €/Kg,Auchan,Auchan,Mercearia
Infusão Lúcia-lima 10 Saquetas,0.07 €/un,Auchan,Auchan,Mercearia
Donuts Glacé 4un 200g,10.95 €/Kg,Auchan,,Mercearia
Cápsulas Café Nespresso Aluminio Expresso Descafeinado 10un,0.24 €/un,Auchan,Auchan,Mercearia
Bolachas Salgadas Redondas 350g,3.69 €/Kg,Auchan,Auchan,Mercearia
Tomate Frito 550g,3.64 €/Kg,Auchan,Auchan,Mercearia
Manteiga Amendoim 100% & Crocante 500g,5.3 €/Kg,Auchan,Auchan,Mercearia
Bolacha Coberta Biscuit Chocolate Leite 150g,14.93 €/Kg,Auchan,Milka,Mercearia
Achocolatado Cao Kid Pó 450g,7.76 €/Kg,Auchan,Auchan,Mercearia
Patê Sardinha 4x22g,13.52 €/Kg,Auchan,Auchan,Mercearia
Tortitas Arroz Chocolate Negro 130g,17.62 €/Kg,Auchan,Bicentury,Mercearia
Flocos Aveia Grossos Integrais 1kg,2.69 €/Kg,Auchan,Salutem,Mercearia
Pão de Hambúrguer Miniaturas 190 G,7.11 €/Kg,Auchan,Dulcesol,Mercearia
Flocos Cereais Com Mel 750g,4.92 €/Kg,Auchan,Auchan,Mercearia
Chocolate T16 200g,18.95 €/Kg,Auchan,Kinder,Mercearia
Tostas de Trigo 270g,4.41 €/Kg,Auchan,Auchan,Mercearia
Açúcar Branco Granulado Fino 1kg,1.69 €/Kg,Auchan,Sidul,Mercearia
Massa Noodles Galinha 61g,21.64 €/Kg,Auchan,Knorr,Mercearia
Ananás Rodelas Em Sumo Natural (340) G 560 G,5.85 €/Kg,Auchan,Auchan,Mercearia
Puré de Batata Em Flocos 500g (4x125g),3.78 €/Kg,Auchan,Polegar,Mercearia
Salsa Em Folha Saquetas 6g,65 €/Kg,Auchan,Auchan,Mercearia
Massa Cannelloni 250g,4.64 €/Kg,Auchan,Auchan,Mercearia
Pão Pita Vegan Sem Lactose 400g,4.25 €/Kg,Auchan,Pangudi,Mercearia
Pepinos Pequenos 350(185)g,6.97 €/Kg,Auchan,Auchan,Mercearia
Maionese Magra 251g,14.3 €/Kg,Auchan,Hellmann's,Mercearia
Filete Cavala Tomate 90(65)g,18.31 €/Kg,Auchan,Auchan,Mercearia
Bolas Sabor Queijo 80g,9.38 €/Kg,Auchan,Auchan,Mercearia
Bolachas Marinheiras Natural 200g,9.35 €/Kg,Auchan,Nacional,Mercearia
Bolacha Alfa 180g,6.06 €/Kg,Auchan,Nacional,Mercearia
Pão Forma Sem Côdea Económico 450g,4.42 €/Kg,Auchan,Panrico,Mercearia
Chocolate Leite Culinária Cultivamos O Bom 170g,13.24 €/Kg,Auchan,Auchan,Mercearia
Bolacha Recheada Choco Pause 260 G,8.62 €/Kg,Auchan,Milka,Mercearia
Cereais Muesli Chocolat Caramelo 450g,5.53 €/Kg,Auchan,Auchan,Mercearia
Lentilhas Em Lata 3x200(130)g,4.85 €/Kg,Auchan,Auchan,Mercearia
Cápsulas Café Qalidus 93 Un+7 Un Oferta,0.3 €/un,Auchan,Delta q,Mercearia
Cápsulas Café Deqafeinatus 10un,0.38 €/un,Auchan,Delta q,Mercearia
Azeite 3l,5.66 €/Lt,Auchan,Polegar,Mercearia
Doce Extra 4 Frutos Vermelhos 360g,4.69 €/Kg,Auchan,Auchan,Mercearia
Pãezinhos Torrados Alho e Salsa 160g,7.44 €/Kg,Auchan,Auchan,Mercearia
Azeite Virgem Extra Clássico 3l,8.2 €/Lt,Auchan,Oliveira da serra,Mercearia
Massa Linguini 500g,2.12 €/Kg,Auchan,Milaneza,Mercearia
Cápsulas de Café Em Aluminio Compatíveis Com Máquinas Nespresso Caramelo 10un,0.27 €/un,Auchan,Auchan,Mercearia
Aperitivo Tex Mex Sabor Queijo 150g,7.27 €/Kg,Auchan,Auchan,Mercearia
Amendoa Choc Nap. Choc. Leite/açúcar 180g,17.72 €/un,Auchan,Vieira,Mercearia
Bolacha Waffer Fresh Baunilha 150g,13.27 €/Kg,Auchan,Cuétara,Mercearia
Arroz Carolino 1kg,1.89 €/Kg,Auchan,Saludães,Mercearia
Gelatina Alimentar Folhas 9un 17g,50 €/Kg,Auchan,Auchan,Mercearia
Bolacha Torrada 200g,4.85 €/Kg,Auchan,Nacional,Mercearia
Bolacha Waffer Fresh Côco 150g,13.27 €/Kg,Auchan,Cuétara,Mercearia
Açucar Branco Em Sticks 50 Un 200g,4.95 €/Kg,Auchan,Auchan,Mercearia
Chá Preto Yellow Label 20 Saquetas,0.09 €/un,Auchan,Lipton,Mercearia
Tomate Pelado Inteiro 400g,8.81 €/Kg,Auchan,Mutti,Mercearia
Bolacha Cracker 250g,12.36 €/Kg,Auchan,Tuc,Mercearia
Bolachas Mini Wafers 110g,22.64 €/Kg,Auchan,Milka,Mercearia
Creme Barrar 600g,10.65 €/Kg,Auchan,Nutella,Mercearia
Chá Verde Pure 20un,0.11 €/un,Auchan,Lipton,Mercearia
Cebolinho Picado Em Frasco 5g,178 €/Kg,Auchan,Auchan,Mercearia
Flocos Aveia Finos Sem Glúten 400g,4.95 €/Kg,Auchan,Cem porcento,Mercearia
Bolacha Cracker Com Sal 100g,6.9 €/Kg,Auchan,Auchan,Mercearia
Pão Oroweat Sementes de Sésamo Linhaça 550g,4.98 €/Kg,Auchan,Bimbo,Mercearia
Cápsulas Café Dg Intenso Int.9 16un,0.25 €/un,Auchan,Auchan,Mercearia
Colorau-pimentão Doce 50g,11.8 €/Kg,Auchan,Auchan,Mercearia
Massa Letras 250g,3.32 €/Kg,Auchan,Nacional,Mercearia
Tostas Finas Trigo Sem Óleo Palma 100g,13.9 €/Kg,Auchan,Auchan,Mercearia
Bolacha Maria Integral Pack 4x200g,2.11 €/Kg,Auchan,Auchan,Mercearia
Achocolatado 600g,11.65 €/Kg,Auchan,Nesquik,Mercearia
Atum Em Óleo 200(130)g,21.15 €/Kg,Auchan,Bom petisco,Mercearia
Pão Forma Torradas Com Côdea 750g,2.65 €/Kg,Auchan,Panrico,Mercearia
Açúcar Amarelo 500g,1.98 €/Kg,Auchan,Sidul,Mercearia
Condimento de Mostarda 250g,3.96 €/Kg,Auchan,Auchan,Mercearia
Atum Em Óleo 385(251)g,20.28 €/Kg,Auchan,Bom petisco,Mercearia
Bolachas Marinheiros Chia 150g,13.27 €/Kg,Auchan,Cuétara,Mercearia
Filete Cavala Em Óleo de Girassol 90(65)g,17.54 €/Kg,Auchan,Auchan,Mercearia
Achocolatado Soluvel 390g,9.46 €/Kg,Auchan,Nesquik,Mercearia
Chocolate de Leite Receita Original 100g,34.9 €/Kg,Auchan,Lindt,Mercearia
Baked Beans C/tomate 415(466)g,4.27 €/Kg,Auchan,Heinz,Mercearia
Bolachas Creme Pistachio 135 G,22.15 €/Kg,Auchan,Grisbi,Mercearia
Creme Auchan À Mesa Em Itália Balsâmico Di Modena Igp 250ml,6.2 €/Lt,Auchan,Auchan a mesa italia,Mercearia
Bolacha Mini 160g,15.56 €/Kg,Auchan,Prince,Mercearia
Barras Cereais Chocolate Negro 6un,11.45 €/Kg,Auchan,Nacional,Mercearia
Barras Cereais C/chocolate Leite 6 Un 126g,11.03 €/Kg,Auchan,Auchan,Mercearia
Infusão Cidreira 20 Saquetas,0.08 €/un,Auchan,Tetley,Mercearia
Doce Light 50% Frutos Morango 340g,4.68 €/Kg,Auchan,Auchan,Mercearia
Azeite Virgem Extra 500ml,10.98 €/Lt,Auchan,Auchan bio,Mercearia
Café Em Grão Normal Ritual 500 G,12.58 €/Kg,Auchan,Delta,Mercearia
Tomate Pelado 400(240)g,7.42 €/Kg,Auchan,Cirio,Mercearia
Cereais Pétalas Com Chocolate 1kg,3.59 €/Kg,Auchan,Auchan,Mercearia
Snack de Chocolate Kitkat Mini 200 G,22.45 €/Kg,Auchan,Kit kat,Mercearia
Pão Hamburguer 6un 330g,3.03 €/Kg,Auchan,Dulcesol,Mercearia
Massa Serpenti 500g,1.98 €/Kg,Auchan,Auchan,Mercearia
Azeite Virgem Delicado 750ml,7.32 €/Lt,Auchan,Gallo,Mercearia
Flocos Cereais Proteína Cereais 250 G,13.8 €/Kg,Auchan,Nestum,Mercearia
Feijão Catarino Seco 500g,2.38 €/Kg,Auchan,Auchan,Mercearia
Massa Noodles Banzai Sabor a Carne 67g,17.76 €/Kg,Auchan,Cigala,Mercearia
Bolacha Flakes Recheada Chocolate 500g,8.98 €/Kg,Auchan,Cuétara,Mercearia
Feijão Frade Seco 500g,1.98 €/Kg,Auchan,Auchan,Mercearia
Bolacha Tosta Rica Choco Guay 168g,13.63 €/Kg,Auchan,Cuétara,Mercearia
Bolacha Wafer Barquichoco 150g,5.27 €/Kg,Auchan,Gullon,Mercearia
Café Moído Clássico Intensidade 8 250g,13.56 €/Kg,Auchan,Auchan,Mercearia
Chocolate Negro 47% Com Sal Marinho 100g,23.9 €/Kg,Auchan,Auchan gourmet,Mercearia
Massa Linguini 500g,3.22 €/Kg,Auchan,Delverde,Mercearia
Massinhas Cuscus Pisellini 250g,3.32 €/Kg,Auchan,Nacional,Mercearia
Batatas Fritas Na Frigideira 150g,7.93 €/Kg,Auchan,Auchan,Mercearia
Tortitas Arroz Integral 130g,8.38 €/Kg,Auchan,Auchan bio,Mercearia
Amendoins Cobertos Com Sabor a Bacon 125 G,12.4 €/Kg,Auchan,Auchan,Mercearia
Filete Cavala Em Escabeche 90(65)g,18.31 €/Kg,Auchan,Auchan,Mercearia
Infusão Hortelã 10 Saquetas,0.04 €/un,Auchan,Auchan,Mercearia
Bolachas Com Tablete Chocolate de Leite 150g,9.27 €/Kg,Auchan,Polegar,Mercearia
Creme Barrar 350g,12.26 €/Kg,Auchan,Nutella,Mercearia
Farinha de Trigo Tipo 55 1kg,1.98 €/Kg,Auchan,Espiga,Mercearia
Batatas Fritas Presunto 150g,9.27 €/Kg,Auchan,Ruffles,Mercearia
Pipocas Micro-ondas Sabor a Manteiga 270g (3x90g),4.63 €/Kg,Auchan,Auchan,Mercearia
Salsichas Alemãs Fumada Sem Pele 8un 550(360)g,10.53 €/Kg,Auchan,Auchan,Mercearia
Gressinos Com Azeite 250g,7.96 €/Kg,Auchan,Auchan,Mercearia
Gomas Amoras 90g,15.44 €/Kg,Auchan,Vidal,Mercearia
Red Moedas Pascoa 72g,18.61 €/Kg,Auchan,Walcor,Mercearia
Chocolate Negro 52% Cacau 100g,34.9 €/Kg,Auchan,Lindt,Mercearia
Flocos Aveia Grossos Integrais 375g,3.17 €/Kg,Auchan,Salutem,Mercearia
Linguine À Mesa Em Itália 500 G,2.38 €/Kg,Auchan,Auchan,Mercearia
Mistura Solúvel 20% Café 200g,14.45 €/Kg,Auchan,Auchan,Mercearia
Salsichas Hot Dog Frasco 4un 430(210)g,9.48 €/Kg,Auchan,Nobre,Mercearia
Batatas Fritas Presunto 275,9.42 €/Kg,Auchan,Ruffles,Mercearia
Tempero 1-2-3 Sabores Bolonhesa 4un,26.84 €/Kg,Auchan,Knorr,Mercearia
Bolacha Manteiga Choc Leite Rech.leite 9saq 140g,12.5 €/Kg,Auchan,Auchan,Mercearia
Tortitas Milho 130g,11.46 €/Kg,Auchan,Bicentury,Mercearia
Azeite Virgem Extra Reserva 750ml,9.32 €/Lt,Auchan,Gallo,Mercearia
Bolo Bollycao Manhazitos Planetus 12un 210g,16.14 €/Kg,Auchan,Manhãzitos,Mercearia
Chá Preto 10 Saquetas,0.04 €/un,Auchan,Auchan,Mercearia
Flocos Zero Arroz 250g,15.96 €/Kg,Auchan,Nestum,Mercearia
Batatas Sr.basílio Fritas Palha 180g,11.06 €/Kg,Auchan,Sr basilio,Mercearia
Muesli Com Frutos Secos 750g,3.99 €/Kg,Auchan,Polegar,Mercearia
Cápsulas Café Ginga Intensidade 12 10 Un,0.2 €/un,Auchan,Delta q,Mercearia
Napolitanas Hiper Delícia Creme Baunilha 270g,6.63 €/Kg,Auchan,Hiper delicia,Mercearia
Mini Tosta de Trigo Extra Finas 100g,12.9 €/Kg,Auchan,Minigrill,Mercearia
Ketchup Ketchup 530,7.53 €/Kg,Auchan,Guloso,Mercearia
Beterraba Vermelha Cubos 400(265)g,4.49 €/Kg,Auchan,Auchan,Mercearia
Cevada Torrada Moída 220 G,5.86 €/Kg,Auchan,Delta,Mercearia
Bolacha Vieira Água Sal Pack 3 X 125 G,7.89 €/Kg,Auchan,Vieira de castro,Mercearia
Barras Cereais Amêndoas e Mel 4 Un 120g,20.75 €/Kg,Auchan,Auchan,Mercearia
Snack Chocolate Bueno Classic T(2x5) 215g,20.88 €/Kg,Auchan,Kinder,Mercearia
Bolacha Cookie Chocolate 156g,22.37 €/Kg,Auchan,Milka,Mercearia
Granola Superior S/adição Açúcar 350g,14.54 €/Kg,Auchan,Salutem,Mercearia
Bolacha Tostada Zero Sem Açucar 400g,4.6 €/Kg,Auchan,Gullon,Mercearia
Cereais Duo Chocolate e Caramelo 375g,6 €/Kg,Auchan,Auchan,Mercearia
Sardinha Em Tomate 125g,8.32 €/Kg,Auchan,Ramirez,Mercearia
Bacalhau Com Grão Meia Desfeita 120g,19.08 €/Kg,Auchan,Ramirez,Mercearia
Caldo Galinha 24 Cubos 240g,10.38 €/Kg,Auchan,Knorr,Mercearia
Cereais Estrelitas 270g,6.63 €/Kg,Auchan,Nestlé,Mercearia
Filete Cavala Em Azeite Baixo Teor de Sal 115(85)g,17.53 €/Kg,Auchan,Auchan,Mercearia
Bolacha Manteiga Coberta Chocolate Avelã 12 Un 150g,13.93 €/Kg,Auchan,Auchan,Mercearia
Batatas Fritas Camponesa 250g,9.56 €/Kg,Auchan,Lay's,Mercearia
Bolacha Pequeno Almoço Cereais Frutos Vermelhos 300 G,8.83 €/Kg,Auchan,Auchan,Mercearia
Madalenas Com Pepitas de Chocolate 400g,8.73 €/Kg,Auchan,Auchan,Mercearia
Donuts Chocolate 4un 200g,10.95 €/Kg,Auchan,,Mercearia
Sardinha Em Tomate Picante 125g,8.32 €/Kg,Auchan,Ramirez,Mercearia
Puré de Batata 3x75g,13.29 €/Kg,Auchan,Knorr,Mercearia
Caldo Natura Legumes 4x28g,22.23 €/Kg,Auchan,Knorr,Mercearia
Pão de Forma Com Côdea 430 G,5.09 €/Kg,Auchan,Bimbo,Mercearia
Canela Frasco 32 G,20.31 €/Kg,Auchan,Auchan,Mercearia
Snack Maçã Com Canela 20g,49.5 €/Kg,Auchan,Fruut,Mercearia
Bolacha Manteiga Coberta Chocolate Leite 150g,11.93 €/Kg,Auchan,Auchan,Mercearia
Ervilhas Com Cenouras 850(530)g,5 €/Kg,Auchan,Auchan,Mercearia
Maçã Vermelha 20 G,39.5 €/Kg,Auchan,Frubis,Mercearia
Bolacha Recheada 220g,12.05 €/Kg,Auchan,Oreo,Mercearia
Ketchup Top Down 220ml,13.14 €/Lt,Auchan,Heinz,Mercearia
Amendoim Fritos Com Mel 150 G,9 €/Kg,Auchan,Auchan,Mercearia
Saqueta Ban Framb Mirt Aveia 120g,14.08 €/Kg,Auchan,Corny,Mercearia
Feijão Baked Beans 400g,3.65 €/Kg,Auchan,Hillfield,Mercearia
Snacks Rollino Leite 222g,12.12 €/Kg,Auchan,Balconi,Mercearia
Coco Ralado 200g,5.95 €/Kg,Auchan,Auchan,Mercearia
Massa Noodles Banzai Sabor a Caril 67g,17.76 €/Kg,Auchan,Cigala,Mercearia
Saquetas Fruta Tropical 4x90g,10.69 €/Kg,Auchan,Go go squeez,Mercearia
Caldo Culinário 16 Cubos,0.12 €/un,Auchan,Knorr,Mercearia
Gelatina de Manga 130g,8.31 €/Kg,Auchan,Koala,Mercearia
Cápsulas Café Pack 30 Unid,0.25 €/un,Auchan,Bellissimo,Mercearia
Arroz Agulha Pronto a Comer 2x125g,5.8 €/Kg,Auchan,Cigala,Mercearia
Bolacha Moment Chocolate Chips Negro 150g,13.93 €/Kg,Auchan,Gullon,Mercearia
Ananás Pedaços Em Calda Ligeira 560 (340) G #,4.38 €/Kg,Auchan,Polegar,Mercearia
Tablete Chocolate Excellence 70% 100g,44.9 €/Kg,Auchan,Lindt,Mercearia
Bolacha Leite e Cereais 225g,12.4 €/Kg,Auchan,Belvita,Mercearia
Madalenas Mix Laranja e Chocolate 250g,7.16 €/Kg,Auchan,Aurora,Mercearia
Saquetas Fruta Maçã e Pêra 4x90g,10.69 €/Kg,Auchan,Go go squeez,Mercearia
Bolacha Maria 4x200g Pack + 33% Grátis,3.61 €/Kg,Auchan,Cuétara,Mercearia
Cápsulas Sical Descafeinado 16 Un,0.37 €/un,Auchan,Dolce gusto,Mercearia
Pão Forma Especial Torradas 450g,4.42 €/Kg,Auchan,Bimbo,Mercearia
Feijão Manteiga Seco 500g,2.38 €/Kg,Auchan,Auchan,Mercearia
Bolacha Tubo 154g,12.92 €/Kg,Auchan,Oreo,Mercearia
Aperitivo Natas & Cebola 175g,13.66 €/Kg,Auchan,Pringles,Mercearia
Arroz Agulha Vida Auchan Extra Longo Branqueado Cultivamos O Bom1kg,1.59 €/Kg,Auchan,Vida auchan cob,Mercearia
Spaghetti Número 5 500g,4.38 €/Kg,Auchan,Barilla,Mercearia
Bolacha Speculoos 168g,7.74 €/Kg,Auchan,Auchan,Mercearia
Tempero No Forno Base Ervas Provença Frango 34g,29.12 €/Kg,Auchan,Auchan,Mercearia
Cominhos Moídos Em Frasco 32g,27.81 €/Kg,Auchan,Auchan,Mercearia
Bolacha Maria Original 600g,4.48 €/Kg,Auchan,Vieira,Mercearia
Croissant Mini Baunilha 80g,17.38 €/Kg,Auchan,Chipicao,Mercearia
Pãezinhos Torrados Tomate e Oregãos 160g,7.44 €/Kg,Auchan,Auchan,Mercearia
Barras de Cereais Chocolate Preto 129 G 6 Un,10.78 €/Kg,Auchan,Auchan,Mercearia
Canela Moída Saqueta 60g,33.17 €/Kg,Auchan,Margão,Mercearia
Farinha de Trigo Super Fina 1kg,2.29 €/Kg,Auchan,Branca de neve,Mercearia
Chocolate Leite T12,19.93 €/Kg,Auchan,Kinder,Mercearia
Travesseiros Chocolate 3 Un 195 G,9.18 €/Kg,Auchan,Bimbo,Mercearia
Granola Chocolate e Coco 350g,11.4 €/Kg,Auchan,Cem porcento,Mercearia
Bolacha Wafer Barquinata 150g,5.27 €/Kg,Auchan,Gullon,Mercearia
Rebentos Feijão Mungo 184(110)g,9 €/Kg,Auchan,Koala,Mercearia
Cereais Peq.almoço Frosties 330g,13.61 €/Kg,Auchan,Kellogg's,Mercearia
Bolacha Mini Cookies Chocomax Pepitas Chocolate 120g,14.08 €/Kg,Auchan,Nacional,Mercearia
Croissant Recheado Cacau Avelã 304g,8.19 €/Kg,Auchan,Aurora,Mercearia
Chá Verde 20 Saquetas,0.08 €/un,Auchan,Tetley,Mercearia
Pão Alemão Mais Proteínas 250g,8.36 €/Kg,Auchan,Mestemacher,Mercearia
Aperitivo Futebolas 130g,10.69 €/Kg,Auchan,Cheetos,Mercearia
Coelho de Chocolate Gold Bunny 100g,39.9 €/Kg,Auchan,Lindt,Mercearia
Farinha de Trigo Extra Fina 1kg,0.99 €/Kg,Auchan,Nacional,Mercearia
Café Com Caféína Frasco 200g,49.95 €/Kg,Auchan,Delta,Mercearia
Massa Noodles Banzai Sabor a Camarão 67g,17.76 €/Kg,Auchan,Cigala,Mercearia
Atum Posta Azeite Virgem Oregãos 120(78)g,35.26 €/Kg,Auchan,Bom petisco,Mercearia
Cápsulas Café Dg Barista Int.9 16un,0.25 €/un,Auchan,Auchan,Mercearia
Mostarda Dijon Original 215g,18.56 €/Kg,Auchan,Maille,Mercearia
Barras de Cereais 6x25g,26.6 €/Kg,Auchan,Nesquik,Mercearia
Bolachas Cookie Mini 150g,10 €/Kg,Auchan,Auchan,Mercearia
Bolacha Caramelizada 250g,11.56 €/Kg,Auchan,Lotus biscoff,Mercearia
Bolacha Cream Cracker 200g,6.95 €/Kg,Auchan,Cuétara,Mercearia
Wafer Quadritos Chocolate Preto Sem Glúten 40g,41.75 €/Kg,Auchan,Schar,Mercearia
Caldo Legumes 12un 120g,7.08 €/Kg,Auchan,Auchan,Mercearia
Azeite Virgem Extra Reserva 500ml,9.98 €/Lt,Auchan,Gallo,Mercearia
Cereais Mini Cookies 375g,5.84 €/Kg,Auchan,Auchan,Mercearia
Azeite Virgem Extra Selecão Azeitonas Verdes 750ml,8.25 €/Lt,Auchan,Oliveira da serra,Mercearia
Massa Espirais 1kg,1.67 €/Kg,Auchan,Nacional,Mercearia
Bolacha Digestiva Doses 258g,9.65 €/Kg,Auchan,Vieira de castro,Mercearia
Farinha de Aveia Integral 800g,1.74 €/Kg,Auchan,Nacional,Mercearia
Bolacha Wafer Barquicoco 150g,5.27 €/Kg,Auchan,Gullon,Mercearia
Bolacha Digestive Aveia Chocolate 425g,9.15 €/Kg,Auchan,Gullon,Mercearia
Chocolate Auchan Negro Bio Culinária 52% Cultivamos O Bom 200g,13.45 €/Kg,Auchan,Auchan bio,Mercearia
Gelatina Sem Açúcar Morango 2 X15g,31.67 €/Kg,Auchan,Auchan,Mercearia
Bolacha Crackers Com Sal Na Superfície 500g,7.08 €/Kg,Auchan,Du bois de la roche,Mercearia
Café Moido Colômbia 220g,21.77 €/Kg,Auchan,Delta,Mercearia
Leite Condensado Cozido 397g,5.52 €/Kg,Auchan,Nestlé,Mercearia
Chá Verde 10 Saquetas,0.05 €/un,Auchan,Auchan,Mercearia
Bolo Manhazitos Recheado Leite 8un,14.25 €/Kg,Auchan,Manhãzitos,Mercearia
Flocos 5 Cereais Com Cereais Integrais 250g,8.96 €/Kg,Auchan,Nestum,Mercearia
Gomas Ursinhos 200g,8.25 €/Kg,Auchan,Auchan,Mercearia
Café Moido Brasil 220g,14.14 €/Kg,Auchan,Delta,Mercearia
Milho Doce 3x75(70)g,9.81 €/Kg,Auchan,Bonduelle,Mercearia
Achocolatado Em Pó Cao Kido 1kg,6.2 €/Kg,Auchan,Auchan,Mercearia
Barras Special K Cereais Chocolate 6x21.5g,23.18 €/Kg,Auchan,Kellogg's,Mercearia
Maionese Escolha Económica 430ml,6.26 €/Lt,Auchan,Vianeza,Mercearia
Doce de Morango Sem Adição de Açúcar 250g,14.36 €/Kg,Auchan,Casa da prisca,Mercearia
Pipocas Doces 65g,14.46 €/Kg,Auchan,Titi,Mercearia
Cereais Flakes Frutos Vermelhos 300g,7.3 €/Kg,Auchan,Auchan,Mercearia
Pimenta Preta Moinho 35g,32.86 €/Kg,Auchan,Auchan,Mercearia
Amendoins Cobertos Com Sabor a Paprica 125 G,12.4 €/Kg,Auchan,Auchan,Mercearia
Farinha de Trigo Tipo 65 S/fermento 1kg,1.89 €/Kg,Auchan,Espiga,Mercearia
Tortitas Arroz Mini (8x15g) 120 G,19.92 €/Kg,Auchan,Salutem,Mercearia
Aletria 500g,2.3 €/Kg,Auchan,Auchan,Mercearia
Mistura Solúvel Com Café 200g,22.95 €/Kg,Auchan,Tofina,Mercearia
Molho Fondue Whisky Cocktail 258g,11.59 €/Kg,Auchan,Calvé,Mercearia
Gelatina Melão 170g,5.24 €/Kg,Auchan,Auchan,Mercearia
Chocolate Branco Com Manteiga Amendoim 39g,38.21 €/Kg,Auchan,Reese's,Mercearia
Bolacha Waffer Canela 250g,6.36 €/Kg,Auchan,Snapy,Mercearia
Saqueta Fruta Morango e Maçã 90g,10.89 €/Kg,Auchan,Go go squeez,Mercearia
Massa Laços Farfalle 500g,2.36 €/Kg,Auchan,Milaneza,Mercearia
Pao de Forma Sem Codea 10 Cereais 450g,5.53 €/Kg,Auchan,Bimbo,Mercearia
Pão Com Codea Artesano 500g,5.18 €/Kg,Auchan,Bimbo,Mercearia
Cereais 430g,10.7 €/Kg,Auchan,Weetabix,Mercearia
Wraps Original 370g,7.97 €/Kg,Auchan,Mission,Mercearia
Napolitanas Chocolate 4un 160g,6.25 €/Kg,Auchan,Dulcesol,Mercearia
Feijão Da Horta Frade 845g,4.47 €/Kg,Auchan,Compal,Mercearia
Amêndoa Tipo Francês 400g,9.48 €/Kg,Auchan,Ferbar,Mercearia
Cogumelos Laminados 290(155)g,8.19 €/Kg,Auchan,Ferbar,Mercearia
Cereais Bolas Mel 375 G,4.91 €/Kg,Auchan,Auchan,Mercearia
Flocos Zero Espelta e Aveia 250g,11.96 €/Kg,Auchan,Nestum,Mercearia
Massa Espirais Com Vegetais 500g,3.58 €/Kg,Auchan,Nacional,Mercearia
Chocolate Minis 227g,16.48 €/Kg,Auchan,Twix,Mercearia
Tortitas Arroz Chocolate Branco Frutos Vermelhos 131.2g,19.01 €/Kg,Auchan,Bicentury,Mercearia
Galetes Arroz Finíssima Com Sal 130g,10.69 €/Kg,Auchan,Salutem,Mercearia
Manteiga Amendoim 100% & Cremosa 500g,5.3 €/Kg,Auchan,Auchan,Mercearia
Amendoas Lisa Cores 150g,5.67 €/Kg,Auchan,Vieira,Mercearia
Azeite Virgem Extra Seleção Azeitonas Maduras 750ml,8.25 €/Lt,Auchan,Oliveira da serra,Mercearia
Pão de Leite 10+2un Oferta 420g,6.55 €/Kg,Auchan,Hiper delicia,Mercearia
Penne Rigate À Mesa Em Itália 500 G,2.18 €/Kg,Auchan,Auchan,Mercearia
Pão de Forma S/ Codea Especial Torradas 450g,4.42 €/Kg,Auchan,Panrico,Mercearia
Pipocas Microondas Sal 90g,11 €/Kg,Auchan,Bop,Mercearia
Doce Extra 50% Frutos Pêssego 360g,3.86 €/Kg,Auchan,Auchan,Mercearia
Maionese Alho 250g,7.76 €/Kg,Auchan,Calvé,Mercearia
Café Moído Tradição Intensidade 8 250g,12.36 €/Kg,Auchan,Auchan,Mercearia
Bolacha Dinossauros Dinoovos 140g,16.36 €/Kg,Auchan,Artiach,Mercearia
Paprika Em Pó Frasco 40g,22.25 €/Kg,Auchan,Auchan,Mercearia
Bolacha Maria 200g,3.7 €/Kg,Auchan,Nacional,Mercearia
Pipe Rigate À Mesa Em Itália 500 G,2.5 €/Kg,Auchan,Auchan,Mercearia
Infusão Menta 10 Saquetas,0.09 €/un,Auchan,Tetley,Mercearia
Mistura Soluvél Chicória Café 250g,13.56 €/Kg,Auchan,Auchan,Mercearia
Mel Rosmaninho 985g,9.64 €/Kg,Auchan,Serra de portel,Mercearia
Cápsulas Café Compatível Nespresso Colombia 10un,0.3 €/un,Auchan,L'or,Mercearia
Bolacha Maria Oro 3x200g +33% Grátis,4.37 €/Kg,Auchan,Cuétara,Mercearia
Filete Atum Ao Natural 120(84)g,35.24 €/Kg,Auchan,Tenório,Mercearia
Tomilho Picado Desidratado Em Frasco 14 G,56.43 €/Kg,Auchan,Auchan,Mercearia
